id,name,overall_score,weight,thickness,height,width,volume,resolution,pixel_density,screen_size,gorilla_glass_version,refresh_rate,luminance,contrast_ratio,gpu_clock_speed,ram_speed,cpu_speed,cpu_threads,megapixels__main_camera,megapixels__front_camera,pixel_size__main_camera,video_recording__main_camera,wide_aperture__main_camera,number_of_microphones,battery_power,download_speed,waterproof_depth_rating,ingress_protection__ip__rating,battery_life,directx_version,ram,maximum_light_sensitivity,response_time,lowest_potential_operating_temperature,maximum_operating_temperature,emojis_available,usb_version,openvg_version,upload_speed,field_of_view,floating_point_performance,gpu_memory_speed,front_end_width,pixel_rate,bits_executed_at_a_time,warranty_period,opengl_version,exposure_time,maximum_memory_bandwidth,opencl_version,opengl_es_version,internal_storage,semiconductor_size,power_on_delay,number_of_flash_leds,bluetooth_version,maximum_amount_of_external_memory_supported,antutu_benchmark_score,memory_bandwidth,minimum_focal_length,vfp_version,optical_zoom,wide_aperture__front_camera,geekbench_result,continuous_shooting_at_high_resolution,charge_time,movie_bitrate,included_sd_card__memory_size,maximum_focal_length,more_languages_supported,body_sar__us,head_sar__us,head_sar__eu,shutter_lag
2647,Asus Zenfone Go (ZB500KL),35,150g,11.3mm,143.7mm,70.9mm,115.13cm³,720 x 1280px,294ppi,"5""",,,,,450MHz (Qualcomm Snapdragon 410 MSM8916),533MHz (Qualcomm Snapdragon 410 MSM8916),4 x 1.2GHz (Qualcomm Snapdragon 410 MSM8916),,13MP,5MP,,,f/2.00,,2600mAh,150MBits/s,,,9h,,,,,,,,,,,,0.02 TFLOPS (Qualcomm Snapdragon 410 MSM8916),,,0.8 GPixel/s (Qualcomm Snapdragon 410 MSM8916),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2648,Lava Z60,35,149g,9.1mm,143.6mm,72.3mm,94.48cm³,854 x 480px,196ppi,"5""",,,,,600MHz (MediaTek MT6737M),,4 x 1.1GHz (MediaTek MT6737M),,5MP,5MP,,1080 x 30fps,f/2.00,1,2500mAh,150MBits/s,,,,11 (MediaTek MT6737M),,,,,,,,,,,0.01 TFLOPS (MediaTek MT6737M),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2649,Huawei P9 Lite Mini,35,145g,8.1mm,143.5mm,71mm,82.53cm³,720 x 1280px,294ppi,"5""",,,,,,667MHz (Qualcomm Snapdragon 425 MSM8917),4 x 1.4GHz (Qualcomm Snapdragon 425 MSM8917),4 (Qualcomm Snapdragon 425 MSM8917),13MP,5MP,,1080 x 30fps,,1,3020mAh,150MBits/s,,,,,2GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2650,Verykool Royale Quattro s5702,35,196g,9.75mm,157.6mm,74.2mm,114.02cm³,720 x 1440px,282ppi,"5.7""",,,,,500MHz (MediaTek MT6580),,4 x 1.3GHz (MediaTek MT6580),4 (MediaTek MT6580),13MP & 2MP,5MP & 2MP,,1080 x 30fps,,1,3200mAh,5MBits/s,,,8h,9 (MediaTek MT6580),,,,,,,,,,,0.01 TFLOPS (MediaTek MT6580),,,0.5 GPixel/s (MediaTek MT6580),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2651,Vodafone Smart V8,35,166g,7.9mm,155mm,76mm,93.06cm³,1080 x 1920px,401ppi,"5.5""",,,,,,800MHz (Qualcomm Snapdragon 435 MSM8940),8 x 1.4GHz (Qualcomm Snapdragon 435 MSM8940),8 (Qualcomm Snapdragon 435 MSM8940),16MP,8MP,,1080 x 30fps,,1,3000mAh,,,,,,3GB,,,,,,2,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,
2652,LG Stylo 2 V,35,147g,7.4mm,155mm,79.5mm,91.19cm³,720 x 1280px,,"5.7""",,,,,650MHz (MediaTek MT6755M),,8 x 1.8GHz (MediaTek MT6755M),,13MP,5MP,,,,1,3000mAh,,,,30h,,2GB,,,,,,,,,,,,,,128 (MediaTek MT6755M),,,,,,,,,,,,,,,,,0x,,,,,,,,,,,,
2653,Samsung Galaxy A3,35,110.3g,6.9mm,130.1mm,65.5mm,58.8cm³,540 x 960px,245ppi,"4.5""",,,,,450MHz (Qualcomm Snapdragon 410),533MHz (Qualcomm Snapdragon 410),4 x 1.2GHz (Qualcomm Snapdragon 410),,8MP,5MP,,720 x 30fps,,,1900mAh,,,,,,,,,,,,,,,,0.02 TFLOPS (Qualcomm Snapdragon 410),,,0.8 GPixel/s (Qualcomm Snapdragon 410),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2654,Doogee Y8C,35,150g,9.9mm,153.9mm,72.8mm,110.92cm³,600 x 1280px,232ppi,"6.1""",,,,,500MHz (MediaTek MT6580),,4 x 1.3GHz (MediaTek MT6580),4 (MediaTek MT6580),8MP & 5MP,5MP,,1080 x 30fps,f/2.2 & f/2.2,2,3400mAh,,,,19h,9 (MediaTek MT6580),,,,,,,,,,,0.01 TFLOPS (MediaTek MT6580),,,0.5 GPixel/s (MediaTek MT6580),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2655,Samsung Galaxy A7 (2016) Duos,35,172g,7.3mm,151.5mm,74.1mm,81.95cm³,1080 x 1920px,401ppi,"5.5""",4,,,,,,8 x 1.6GHz,,13MP,5MP,,1080 x 30fps,f/1.90,2,3300mAh,300MBits/s,,,,,3GB,,,,,,,,,,,,,,,,,,,,,16GB,,,,,128GB,,,,,,,,,,,,,,,,,
2656,Samsung Galaxy A7 (2016),35,172g,7.3mm,151.5mm,74.1mm,81.95cm³,1080 x 1920px,401ppi,"5.5""",4,,,,,,8 x 1.6GHz,,13MP,5MP,,1080 x 30fps,f/1.90,2,3300mAh,300MBits/s,,,,,3GB,,,,,,,,,,,,,,,,,,,,,16GB,,,,,128GB,,,,,,,,,,,,,,,,,
2657,Blu Studio X,35,154g,10.5mm,144mm,72mm,108.86cm³,720 x 1280px,294ppi,"5""",,,,,450MHz (Qualcomm Snapdragon 410 MSM8916),533MHz (Qualcomm Snapdragon 410 MSM8916),4 x 1.3GHz,,8MP,2MP,,1080 x 30fps,,,2100mAh,,,,,,,,,,,,,,,,0.02 TFLOPS (Qualcomm Snapdragon 410 MSM8916),,,0.8 GPixel/s (Qualcomm Snapdragon 410 MSM8916),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2658,ZTE Nubia X6,35,215g,7.9mm,179.5mm,89mm,126.21cm³,1080 x 1920px,344ppi,"6.44""",,,,,,,4 x 2.3GHz,,13MP,13MP,,1080 x 30fps,f/2.00,3,4250mAh,150MBits/s,,,,,3GB,,,,,,,,,,,,,,,,,,,,,128GB,28nm,,,,,,,,,,,,,2h,,,,,,,,
2659,LG K61,35,,8.4mm,164.5mm,77.5mm,107.09cm³,1080 x 2340px,396ppi,"6.5""",,,,,,,,,48MP & 8MP & 2MP & 5MP,16MP,,2160 x 30fps,,1,4000mAh,,,,,,4GB,,,,,,,,,,,,,,,,,,,,,128GB,,,,,2000GB,,,,,,,,,,,,,,,,,
2660,Doogee Y7,35,180g,8.9mm,151.4mm,73.8mm,99.44cm³,1080 x 2280px,432ppi,"5.84""",,,,,,,4 x 1.6GHz & 4 x 1.2GHz,,16MP & 13MP,16MP,,1080 x 30fps,f/2 & f/2,1,3360mAh,300MBits/s,,,,,3GB,,,,,,,,,,,,,,,,,,,,,32GB,28nm,,,,,,,,,,,,,,,,,,,,,
2661,Cat S50,35,185g,12.7mm,144.5mm,77mm,141.31cm³,720 x 1280px,312ppi,"4.7""",3,,,,450MHz (Qualcomm Snapdragon 400 MSM8926),,4 x 1.2GHz (Qualcomm Snapdragon 400 MSM8926),4 (Qualcomm Snapdragon 400 MSM8926),8MP,0.3MP,,1080 x 30fps,,2,2630mAh,,,,16h,,,,,,,,,,,,0.02 TFLOPS (Qualcomm Snapdragon 400 MSM8926),,,0.8 GPixel/s (Qualcomm Snapdragon 400 MSM8926),,,,,,,,,,,,,,,,,,0x,,,,,,,,,,,,
2662,Archos 50d Helium 4G,35,153g,8.3mm,146mm,72.1mm,87.37cm³,720 x 1280px,293ppi,"5""",,,,,450MHz (Qualcomm Snapdragon 410),533MHz (Qualcomm Snapdragon 410),4 x 1.2GHz (Qualcomm Snapdragon 410),,13MP,5MP,,1080 x 30fps,,1,2100mAh,150MBits/s,,,,,,,,,,,,,,,0.02 TFLOPS (Qualcomm Snapdragon 410),,,0.8 GPixel/s (Qualcomm Snapdragon 410),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2663,Vivo Y27L,35,137g,6.9mm,136.9mm,68.1mm,64.33cm³,720 x 1280px,312ppi,"4.7""",,,,,450MHz (Qualcomm Snapdragon 410 MSM8916),533MHz (Qualcomm Snapdragon 410 MSM8916),4 x 1.2GHz (Qualcomm Snapdragon 410 MSM8916),,8MP,5MP,,1080 x 30fps,,1,2260mAh,150MBits/s,,,,,,,,,,,,,,,0.02 TFLOPS (Qualcomm Snapdragon 410 MSM8916),,,0.8 GPixel/s (Qualcomm Snapdragon 410 MSM8916),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2664,Huawei Honor Holly 2 Plus,35,160g,9.7mm,143.1mm,71.8mm,99.66cm³,720 x 1280px,294ppi,"5""",,,,,,,4 x 1.3GHz,,13MP,5MP,,1080 x 30fps,f/2.00,2,4000mAh,150MBits/s,,,18h,,2GB,,,,,,,,,,,,,,128 (MediaTek MT6735P),,,,,,,16GB,28nm (MediaTek MT6735P),,,,,,,,,,,,,,,,,,,,,
2665,Samsung Galaxy Grand 2,35,163g,8.9mm,146.8mm,75.3mm,98.38cm³,720 x 1280px,279.7ppi,"5.25""",,,,,450MHz (Qualcomm Snapdragon 400 MSM8226 (1.2GHz)),,4 x 1.2GHz (Qualcomm Snapdragon 400 MSM8226 (1.2GHz)),4 (Qualcomm Snapdragon 400 MSM8226 (1.2GHz)),8MP,1.9MP,,1080 x 30fps,,,2600mAh,,,,,9.3 (Qualcomm Snapdragon 400 MSM8226 (1.2GHz)),1.5GB,,,,,,,3 (Qualcomm Snapdragon 400 MSM8226 (1.2GHz)),,,0.02 TFLOPS (Qualcomm Snapdragon 400 MSM8226 (1.2GHz)),,2 (Qualcomm Snapdragon 400 MSM8226 (1.2GHz)),0.8 GPixel/s (Qualcomm Snapdragon 400 MSM8226 (1.2GHz)),64 (Qualcomm Snapdragon 400 MSM8226 (1.2GHz)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2666,LG Ray,35,158g,9.3mm,152.5mm,76.4mm,108.35cm³,720 x 1280px,267ppi,"5.5""",,,,,,,8 x 1.4GHz (MediaTek MT6592M),8 (MediaTek MT6592M),13MP,8MP,,1080 x 30fps,,1,3000mAh,,,,,,1GB,,,,,,,,,,,,2 (MediaTek MT6592M),,,,,,,,,,,,,,,,,,,0x,,,,,,,,,,,,
2667,Motorola Moto G LTE,35,143g,11.6mm,129.9mm,65.9mm,99.3cm³,720 x 1280px,329ppi,"4.5""",,,,,450MHz (Qualcomm Snapdragon 400 MSM8226 (1.2GHz)),,4 x 1.2GHz (Qualcomm Snapdragon 400 MSM8226 (1.2GHz)),4 (Qualcomm Snapdragon 400 MSM8226 (1.2GHz)),5MP,1.3MP,,720 x 30fps,,2,2070mAh,100MBits/s,,,,9.3 (Qualcomm Snapdragon 400 MSM8226 (1.2GHz)),,,,,,,,,,,0.02 TFLOPS (Qualcomm Snapdragon 400 MSM8226 (1.2GHz)),,,0.8 GPixel/s (Qualcomm Snapdragon 400 MSM8226 (1.2GHz)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2668,Motorola Moto G Forte,35,143g,11.6mm,129.9mm,65.9mm,99.3cm³,720 x 1280px,329ppi,"4.5""",,,,,450MHz (Qualcomm Snapdragon 400 MSM8226 (1.2GHz)),,4 x 1.2GHz (Qualcomm Snapdragon 400 MSM8226 (1.2GHz)),4 (Qualcomm Snapdragon 400 MSM8226 (1.2GHz)),5MP,1.3MP,,720 x 30fps,,2,2070mAh,21MBits/s,,,,9.3 (Qualcomm Snapdragon 400 MSM8226 (1.2GHz)),,,,,,,,,,,0.02 TFLOPS (Qualcomm Snapdragon 400 MSM8226 (1.2GHz)),,,0.8 GPixel/s (Qualcomm Snapdragon 400 MSM8226 (1.2GHz)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2669,Motorola Moto G,35,143g,11.6mm,129.9mm,65.9mm,99.3cm³,720 x 1280px,329ppi,"4.5""",,,,,450MHz (Qualcomm Snapdragon 400 MSM8226 (1.2GHz)),,4 x 1.2GHz (Qualcomm Snapdragon 400 MSM8226 (1.2GHz)),4 (Qualcomm Snapdragon 400 MSM8226 (1.2GHz)),5MP,1.3MP,,720 x 30fps,,2,2070mAh,21MBits/s,,,,9.3 (Qualcomm Snapdragon 400 MSM8226 (1.2GHz)),,,,,,,,,,,0.02 TFLOPS (Qualcomm Snapdragon 400 MSM8226 (1.2GHz)),,,0.8 GPixel/s (Qualcomm Snapdragon 400 MSM8226 (1.2GHz)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2670,LG Stylo 2,35,144.6g,7.4mm,155mm,79.5mm,91.19cm³,720 x 1280px,258ppi,"5.7""",,,,,450MHz (Qualcomm Snapdragon 410 MSM8916),533MHz (Qualcomm Snapdragon 410 MSM8916),4 x 1.2GHz (Qualcomm Snapdragon 410 MSM8916),,13MP,5MP,,1080 x 30fps,,1,3000mAh,150MBits/s,,,,,,,,,,,,,,,0.02 TFLOPS (Qualcomm Snapdragon 410 MSM8916),,,0.8 GPixel/s (Qualcomm Snapdragon 410 MSM8916),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2671,Huawei P8 Lite,35,131g,7.7mm,143mm,70.6mm,77.74cm³,720 x 1280px,294ppi,"5""",,,,,650MHz (HiSilicon Kirin 620),,8 x 1.2GHz (HiSilicon Kirin 620),,13MP,5MP,,1080 x 30fps,,1,2200mAh,,,,,,2GB,,,,,,,,,,0.06 TFLOPS (HiSilicon Kirin 620),,,5.2 GPixel/s (HiSilicon Kirin 620),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2672,Kyocera Brigadier,35,187g,13.2mm,136mm,68mm,,,,"4.5""",,,,,450MHz (Qualcomm Snapdragon 400 MSM8928 (1.4GHz)),,4 x 1.4GHz (Qualcomm Snapdragon 400 MSM8928 (1.4GHz)),4 (Qualcomm Snapdragon 400 MSM8928 (1.4GHz)),8MP,2MP,,1080 x 30fps,,,3100mAh,,,,,,,,,,,,,,,,0.02 TFLOPS (Qualcomm Snapdragon 400 MSM8928 (1.4GHz)),,,0.8 GPixel/s (Qualcomm Snapdragon 400 MSM8928 (1.4GHz)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2673,Blu Vivo 5 Mini,35,119g,8.5mm,151.9mm,62mm,80.05cm³,480 x 800px,233ppi,"4""",,,,,695MHz (MediaTek MT6753),,4 x 1.3GHz,8 (MediaTek MT6753),5MP,3.15MP,,1080 x 30fps,,2,1500mAh,5.76MBits/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2674,Kyocera Hydro Vibe,35,139g,10.9mm,127.4mm,63.5mm,,540 x 960px,245ppi,"4.5""",,,,,450MHz (Qualcomm Adreno 305),,4 x 1.2GHz (Qualcomm Snapdragon 400 MSM8926),4 (Qualcomm Snapdragon 400 MSM8926),8MP,2MP,,1080 x 30fps,,1,2000mAh,,,,14h,,,,,,,,,,,,0.02 TFLOPS (Qualcomm Adreno 305),,,0.8 GPixel/s (Qualcomm Adreno 305),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2675,Gionee Marathon M5 Lite,35,183g,8.5mm,143mm,69.9mm,84.96cm³,720 x 1280px,294ppi,"5""",,,,,,,4 x 1.3GHz,,8MP,5MP,,1080 x 30fps,,2,4000mAh,,,,,,3GB,,,,,,,,,,,,,,128 (MediaTek MT6735),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2676,HomTom C1,35,177g,9.3mm,145.4mm,70.2mm,94.93cm³,640 x 1280px,260ppi,"5.5""",,,,,500MHz (MediaTek MT6580),,4 x 1.3GHz (MediaTek MT6580),4 (MediaTek MT6580),13MP & 2MP,8MP,,720 x 30fps,f/2.2 & f/2.2,1,3000mAh,,,,,9 (MediaTek MT6580),,,,,,,,,,,0.01 TFLOPS (MediaTek MT6580),,,0.5 GPixel/s (MediaTek MT6580),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2677,Alcatel 1,35,134g,9.8mm,137.6mm,65.7mm,88.6cm³,480 x 960px,215ppi,"5""",,,,,570MHz (MediaTek MT6739),1500MHz (MediaTek MT6739),4 x 1.5GHz (MediaTek MT6739),4 (MediaTek MT6739),5MP,2MP,,1080 x 30fps,f/2.00,2,2000mAh,150MBits/s (MediaTek MT6739),,,8h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2678,Xiaomi Redmi 2 Prime,35,,9mm,134mm,67mm,80.8cm³,720 x 1280px,312ppi,"4.7""",,,,,450MHz (Qualcomm Snapdragon 410 MSM8916),533MHz (Qualcomm Snapdragon 410 MSM8916),4 x 1.2GHz (Qualcomm Snapdragon 410 MSM8916),,8MP,2MP,1.4µm,1080 x 30fps,,2,2200mAh,,,,,,,,,,,,,,,,0.02 TFLOPS (Qualcomm Snapdragon 410 MSM8916),,,0.8 GPixel/s (Qualcomm Snapdragon 410 MSM8916),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2679,Xiaomi Redmi 2 16GB,35,,9.4mm,134mm,67.2mm,84.65cm³,720 x 1280px,312ppi,"4.7""",,,,,450MHz (Qualcomm Snapdragon 410 MSM8916),533MHz (Qualcomm Snapdragon 410 MSM8916),4 x 1.2GHz (Qualcomm Snapdragon 410 MSM8916),,8MP,2MP,,1080 x 30fps,,2,2200mAh,,,,,,,,,,,,,,,,0.02 TFLOPS (Qualcomm Snapdragon 410 MSM8916),,,0.8 GPixel/s (Qualcomm Snapdragon 410 MSM8916),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2680,Xiaomi Hongmi 2,35,,9.4mm,134mm,67.2mm,84.65cm³,720 x 1280px,312ppi,"4.7""",,,,,450MHz (Qualcomm Snapdragon 410 MSM8916),533MHz (Qualcomm Snapdragon 410 MSM8916),4 x 1.2GHz (Qualcomm Snapdragon 410 MSM8916),,8MP,2MP,,1080 x 30fps,,2,2200mAh,,,,,,,,,,,,,,,,0.02 TFLOPS (Qualcomm Snapdragon 410 MSM8916),,,0.8 GPixel/s (Qualcomm Snapdragon 410 MSM8916),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2681,Lenovo A3900,35,157g,9mm,142.8mm,71.8mm,92.28cm³,480 x 854px,196ppi,"5""",,,,,700MHz (MediaTek MT6752),,8 x 1.2GHz,,5MP,2MP,,1080 x 30fps,,1,2300mAh,,,,,11.1 (MediaTek MT6752),,,,,,,,,,,0.81 TFLOPS (MediaTek MT6752),,,,,,,,,,,,,,,,,,,,,0x,,,,,,,,,,,,
2682,Samsung Galaxy Grand Prime Plus,35,160g,8.9mm,144.8mm,72.1mm,92.92cm³,540 x 960px,220ppi,"5""",,,,,600MHz (MediaTek MT6737T),,4 x 1.4GHz,,8MP,5MP,,720 x 30fps,f/2.20,1,2600mAh,150MBits/s,,,12h,11 (MediaTek MT6737T),1.5GB,,,,,,,,,,0.01 TFLOPS (MediaTek MT6737T),,,,128 (MediaTek MT6737T),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2683,Oukitel C12,35,176g,9.7mm,155.7mm,76mm,114.78cm³,480 x 996px,179ppi,"6.18""",,,,,500MHz (MediaTek MT6580),,4 x 1.3GHz (MediaTek MT6580),4 (MediaTek MT6580),8MP & 0.3MP,2MP,,1080 x 30fps,,2,3300mAh,150MBits/s,,,20h,9 (MediaTek MT6580),,1600 ISO,,,,,,,,,0.01 TFLOPS (MediaTek MT6580),,,0.5 GPixel/s (MediaTek MT6580),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2684,Vivo Y55s,35,142g,7.5mm,147.9mm,72.9mm,80.86cm³,720 x 1280px,282ppi,"5.2""",,,,,450MHz (Qualcomm Adreno 306),667MHz (Qualcomm Snapdragon 425 MSM8917),4 x 1.2GHz,,13MP,5MP,,1080 x 30fps,,1,2730mAh,150MBits/s,,,,,,,,,,,,,,,0.02 TFLOPS (Qualcomm Adreno 306),,,0.8 GPixel/s (Qualcomm Adreno 306),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2685,Nokia 2,35,,9.3mm,143.5mm,71.3mm,95.15cm³,720 x 1280px,294ppi,"5""",3,,,,400MHz (Qualcomm Snapdragon 212),533MHz (Qualcomm Snapdragon 212),4 x 1.3GHz (Qualcomm Snapdragon 212),4 (Qualcomm Snapdragon 212),8MP,5MP,,720 x 30fps,,1,4100mAh,150MBits/s,,,19h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2686,Samsung Galaxy Grand Max,35,161g,7.9mm,146mm,74.8mm,,720 x 1280px,282ppi,"5.25""",,,,,450MHz (Qualcomm Snapdragon 410),533MHz (Qualcomm Snapdragon 410),4 x 1.2GHz (Qualcomm Snapdragon 410),4 (Qualcomm Snapdragon 410),13MP,5MP,,1080 x 30fps,,1,2500mAh,,,,,9.3 (Qualcomm Snapdragon 410),1.5GB,,,,,,,3 (Qualcomm Snapdragon 410),,,0.02 TFLOPS (Qualcomm Snapdragon 410),,3 (Qualcomm Snapdragon 410),0.8 GPixel/s (Qualcomm Snapdragon 410),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2687,Umidigi Z1 Pro,35,148g,6.95mm,154.4mm,75.1mm,,1080 x 1920px,401ppi,"5.5""",4,,,,,,8 x 2.3GHz,,13MP,5MP,,,,1,4000mAh,,,,,,6GB,,,,,,,,,,,,,,,,,,,,,64GB,,,,,256GB,,,,,,,,,,,,,,,,,
2688,Apple iPhone 5 16GB,34,112g,7.6mm,123.8mm,58.6mm,55.14cm³,640 x 1136px,326ppi,"4""",,,,,266MHz (Apple A6),533MHz (Apple A6),2 x 1.3GHz (Apple A6),2 (Apple A6),8MP,1.2MP,1.4µm,1080 x 30fps,f/2.40,3,1440mAh,100MBits/s,,,,9 (Apple A6),,,,,,,,,50MBits/s,,0.03 TFLOPS (Apple A6),,,,,,,0.07s,,,,,,0.84s,,4,,,,,,,,,,,,,,,,,,
2689,Blackview A30,34,160g,9.8mm,141.2mm,69.4mm,96.03cm³,540 x 1132px,228ppi,"5.5""",,,,,500MHz (MediaTek MT6580),,4 x 1.3GHz (MediaTek MT6580),4 (MediaTek MT6580),8MP & 8MP,5MP,1.12µm & 1.12µm,720 x 30fps,f/2.4 & f/2.2,2,2500mAh,,,,10h,9 (MediaTek MT6580),,,,,,,,,,,0.01 TFLOPS (MediaTek MT6580),,,0.5 GPixel/s (MediaTek MT6580),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2690,HomTom S16,34,160g,8.9mm,151.5mm,71mm,95.73cm³,640 x 1280px,260ppi,"5.5""",,,,,500MHz (MediaTek MT6580),,4 x 1.3GHz (MediaTek MT6580),4 (MediaTek MT6580),8MP & 2MP,5MP,1.12µm,720 x 30fps,,1,3000mAh,,,,,9 (MediaTek MT6580),,,,,,,,,,,0.01 TFLOPS (MediaTek MT6580),,,0.5 GPixel/s (MediaTek MT6580),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2691,Apple iPhone 5,34,112g,7.6mm,123.8mm,58.6mm,55.14cm³,640 x 1136px,326ppi,"4""",,,,,266MHz (Apple A6),533MHz (Apple A6),2 x 1.3GHz (Apple A6),2 (Apple A6),8MP,1.2MP,1.4µm,1080 x 30fps,f/2.40,3,1440mAh,100MBits/s,,,,9 (Apple A6),,,,,,,,,50MBits/s,,0.03 TFLOPS (Apple A6),,,,,,,0.07s,,,,,,0.84s,,4,,,,,,,,,,,,,,,,,,
2692,Apple iPhone 5 64GB,34,112g,7.6mm,123.8mm,58.6mm,55.14cm³,640 x 1136px,326ppi,"4""",,,,,266MHz (Apple A6),533MHz (Apple A6),2 x 1.3GHz (Apple A6),2 (Apple A6),8MP,1.2MP,1.4µm,1080 x 30fps,f/2.40,3,1440mAh,100MBits/s,,,,9 (Apple A6),,,,,,,,,50MBits/s,,0.03 TFLOPS (Apple A6),,,,,,,0.07s,,,,,,0.84s,,4,,,,,,,,,,,,,,,,,,
2693,Apple iPhone 5 32GB,34,112g,7.6mm,123.8mm,58.6mm,55.14cm³,640 x 1136px,326ppi,"4""",,,,,266MHz (Apple A6),533MHz (Apple A6),2 x 1.3GHz (Apple A6),2 (Apple A6),8MP,1.2MP,1.4µm,1080 x 30fps,f/2.40,3,1440mAh,100MBits/s,,,,9 (Apple A6),,,,,,,,,50MBits/s,,0.03 TFLOPS (Apple A6),,,,,,,0.07s,,,,,,0.84s,,4,,,,,,,,,,,,,,,,,,
2694,Nokia 1,34,,9.5mm,133.6mm,67.8mm,86.05cm³,480 x 854px,218ppi,"4.5""",,,,,600MHz (MediaTek MT6737M),,4 x 1.1GHz (MediaTek MT6737M),,5MP,2MP,,480 x 30fps,,1,2150mAh,150MBits/s,,,9h,11 (MediaTek MT6737M),,,,,,,,,,,0.01 TFLOPS (MediaTek MT6737M),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2695,ZTE Zmax 2,34,170g,9.4mm,154mm,76mm,110.02cm³,1280 x 720px,267ppi,"5.5""",3,,,,450MHz (Qualcomm Snapdragon 410 MSM8916),533MHz (Qualcomm Snapdragon 410 MSM8916),4 x 1.2GHz (Qualcomm Snapdragon 410 MSM8916),,8MP,2MP,,,,1,3000mAh,150.8MBits/s,,,,,,,,,,,,,,,0.02 TFLOPS (Qualcomm Snapdragon 410 MSM8916),,,0.8 GPixel/s (Qualcomm Snapdragon 410 MSM8916),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696,Doogee X80,34,154g,8.5mm,156.7mm,75.2mm,100.16cm³,720 x 1440px,269ppi,"5.99""",,,,,500MHz (MediaTek MT6580),,4 x 1.3GHz (MediaTek MT6580),4 (MediaTek MT6580),8MP & 5MP,5MP,,1080 x 30fps,f/2 & f/2,2,4000mAh,,,,,9 (MediaTek MT6580),,,,,,,,,,,0.01 TFLOPS (MediaTek MT6580),,,0.5 GPixel/s (MediaTek MT6580),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2697,Micromax Bolt Selfie,34,,,,,,480 x 854px,218ppi,"4.5""",,,,,,,4 x 1.5GHz (MediaTek MT6735),,5MP,5MP,,1080 x 30fps,,1,1750mAh,150MBits/s,,,18h,,1GB,,,,,,,,,,,,,,128 (MediaTek MT6735),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2698,Samsung I9305 Galaxy S III,34,133g,8.6mm,136.6mm,70.6mm,82.94cm³,720 x 1280px,306ppi,"4.8""",,,,,,,4 x 1.4GHz,,8MP,1.9MP,,1080 x 30fps,f/2.60,2,2100mAh,42.2MBits/s,,,,,1GB,,,,,,,,,,,,,,,,,1s,,,,16GB,32nm,0.99s,,,,,,,,,,,,,,,,,,,,
2699,Starmobile Up Ultra,34,145g,8.1mm,146.5mm,74.9mm,88.88cm³,720 x 1280px,267ppi,"5.5""",,,,,600MHz (ARM Mali T720 MP2),,4 x 1.3GHz,,13MP,5MP,,1080 x 30fps,,1,2500mAh,150MBits/s,,,19h,11 (ARM Mali T720 MP2),2GB,,,,,,,,,,0.01 TFLOPS (ARM Mali T720 MP2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
